,Date,ID,Tweet,likes,retweet,Username,Followers,language
0,2023-04-22 05:30:00+00:00,1649646715052466181,Mundo Deportivo: 'The starting XI with Messi' https://t.co/EwnBbDHRXZ,67,9,BarcaUniversal,806910,en
1,2023-04-22 05:16:49+00:00,1649643395655294976,We deserved to see this season's Rashford and last season's Ronaldo play together. https://t.co/jhCPWKTLM5,288,14,TeamCRonaldo,341972,en
2,2023-04-22 04:59:18+00:00,1649638987752181760,"When Messi did this and I saw Mateu Lahoz was the referee,my heart aged 30 years in 3 seconds https://t.co/21Kjhx1cRY",65,5,FCB_Lad_,7148,en
3,2023-04-22 04:57:05+00:00,1649638431490703360,Pepe will retire from international football together with Cristiano Ronaldo https://t.co/VCpQVhr5q9,63,7,CrazyDREAMER254,136632,en
4,2023-04-22 04:48:31+00:00,1649636274905522177,"✅Airmax 90 sneakers
✅Size 39-45 @ 3800/=
✅Call or Whatsapp 0724286266
✅Free Countrywide Delivery

 Lionel Messi Rob… https://t.co/9EhCS23YEd",58,54,_kibbz_KE_,13637,en
5,2023-04-22 04:36:32+00:00,1649633259465342977,This Cristiano Ronaldo goal isn’t talked about enough. https://t.co/dSdlXmW0X4,1895,160,totalcristiano,207286,en
6,2023-04-22 04:21:37+00:00,1649629505332314112,Man city Citizen Tv Premier league Parody Chelsea Boutross Zinchenko Kenyatta Arsenal Bandits Lionel Messi Rob Hold… https://t.co/djor9cfXNj,47,47,125__iconic,2925,en
7,2023-04-22 04:12:15+00:00,1649627147718524929,One of the best Messi edits I have ever seen 😮‍💨 https://t.co/1vGIOWbpz9,75,13,BarcaEleven_,11706,en
8,2023-04-22 04:00:47+00:00,1649624261219307520,🚨OFFICIAL: You are another SHI*** and CYNICAL account OBSESSED with Cristiano Ronaldo. https://t.co/sbIOL2AGcE https://t.co/h0AyBNxitE,38,7,RealGOA7,5097,en
9,2023-04-22 03:59:13+00:00,1649623870687813632,"Not Erling Haaland ❌

Not Kylian Mbappe ❌

Lionel Messi is the first player this season to register 60 G/A and he i… https://t.co/Iuu3N0nrPc",48,8,SemperFiMessi,17124,en
10,2023-04-22 03:53:08+00:00,1649622338176966656,"Messi’s individual awards for in 2022/23
✅IFFHS World’s Best Player
✅IFFHS World's Best Playmaker
✅IFFHS World’s Be… https://t.co/avbsBAG6J6",267,27,FCBAlbiceleste,14478,en
11,2023-04-22 03:45:56+00:00,1649620526497927168,This Ronaldo and Messi match is literally bigger than Ariana 😭 https://t.co/VI6CjXHZ0n https://t.co/lP23DKGbgf,118,6,GriezmannAlt,6979,en
